用户ID,商品ID,行为类型,日期,小时
1000962,2043046,pv,2017-12-03,0
1000962,4733572,pv,2017-12-03,0
1000962,4044788,pv,2017-12-03,5
1000962,140359,pv,2017-12-03,12
1000962,771868,pv,2017-12-03,12
1000962,4374393,fav,2017-12-03,12
1000962,5115103,fav,2017-12-03,12
1000962,4497231,pv,2017-12-03,13
1000964,4395575,pv,2017-11-25,1
1000964,1879366,cart,2017-11-25,2
1000964,2757112,pv,2017-11-26,1
1000964,1879366,buy,2017-11-26,1
1000964,466596,pv,2017-11-26,6
1000964,3031863,pv,2017-11-26,6
1000964,582970,cart,2017-11-26,6
1000964,1573075,cart,2017-11-27,11
1000964,1932736,pv,2017-11-27,11
1000964,2209430,pv,2017-11-27,12
1000964,1129889,pv,2017-11-27,23
1000964,4787832,pv,2017-11-27,23
1000964,3079432,pv,2017-11-29,8
1000964,1202827,pv,2017-11-29,8
1000964,2685345,pv,2017-11-30,2
1000964,1211300,pv,2017-12-01,23
1000964,3126318,pv,2017-12-01,23
1000964,4311763,pv,2017-12-02,23
1000964,4048779,pv,2017-12-03,15
1000964,4860569,pv,2017-12-03,15
1000964,4970365,pv,2017-12-03,15
1000964,4780309,pv,2017-12-03,15
1000964,1736298,pv,2017-12-03,15
1000964,4990175,pv,2017-12-03,15
1000964,1736298,pv,2017-12-03,15
1000979,298428,pv,2017-11-24,23
1000979,3112449,pv,2017-11-25,1
1000979,2638421,pv,2017-11-25,7
1000979,1970789,pv,2017-11-25,7
1000979,839165,pv,2017-11-25,7
1000979,1970789,pv,2017-11-25,7
1000979,1486147,pv,2017-11-25,7
1000979,3112449,pv,2017-11-25,16
1000979,3743230,pv,2017-11-25,16
1000979,3163886,pv,2017-11-25,16
1000979,3112449,pv,2017-11-25,17
1000979,1195420,pv,2017-11-25,22
1000979,3315438,pv,2017-11-25,22
1000979,1133507,pv,2017-11-25,22
1000979,2097498,pv,2017-11-25,22
1000979,3347745,pv,2017-11-25,23
1000979,3754096,pv,2017-11-25,23
1000979,1027478,fav,2017-11-25,23
1000979,3311480,pv,2017-11-25,23
1000979,96401,pv,2017-11-25,23
1000979,2558726,pv,2017-11-25,23
1000979,1528660,pv,2017-11-25,23
1000979,2430413,pv,2017-11-25,23
1000979,4156575,pv,2017-11-26,22
1000979,4419294,pv,2017-11-26,22
1000979,4156575,pv,2017-11-26,22
1000979,3112449,pv,2017-11-28,11
1000979,1642664,fav,2017-11-28,11
1000979,768727,pv,2017-11-29,10
1000979,1154213,pv,2017-11-30,22
1000979,256950,pv,2017-11-30,22
1000979,4853479,pv,2017-11-30,22
1000979,5154774,pv,2017-12-01,18
1000979,3169023,pv,2017-12-02,9
1000979,1974929,pv,2017-12-03,8
1000979,1338240,pv,2017-12-03,8
1000979,3169023,pv,2017-12-03,8
1000984,1494103,pv,2017-11-26,7
1000984,85612,pv,2017-11-26,8
1000984,299859,pv,2017-11-28,2
1000984,5102519,pv,2017-11-28,4
1000984,2768020,pv,2017-11-28,4
1000984,1883326,pv,2017-11-28,4
1000984,921063,pv,2017-11-28,4
1000984,281823,pv,2017-11-28,4
1000984,2846402,pv,2017-11-28,4
1000984,4750260,pv,2017-11-28,4
1000984,4765191,pv,2017-11-28,4
1000984,2846402,pv,2017-11-28,4
1000984,2278711,pv,2017-11-28,4
1000984,3897371,pv,2017-11-28,4
1000984,1035179,pv,2017-11-28,5
1000984,2763516,pv,2017-11-30,9
1000984,1408491,pv,2017-11-30,9
1000984,1465677,pv,2017-11-30,9
1000984,2627463,pv,2017-11-30,9
1000984,114355,pv,2017-11-30,9
1000984,1730379,pv,2017-11-30,9
1000984,4337835,pv,2017-11-30,9
1000984,114355,buy,2017-11-30,9
1000984,3034435,pv,2017-12-02,8
1000984,730324,pv,2017-12-03,2
1000984,2848577,pv,2017-12-03,2
1000984,1773536,pv,2017-12-03,2
1000986,556631,pv,2017-11-25,10
1000986,2330498,pv,2017-11-25,10
1000986,556631,pv,2017-11-25,10
1000986,812428,cart,2017-11-25,10
1000986,3672911,pv,2017-11-26,2
1000986,2428286,pv,2017-11-26,2
1000986,1290207,pv,2017-11-26,7
1000986,376903,pv,2017-11-26,7
1000986,1356128,pv,2017-11-26,7
1000986,376903,pv,2017-11-26,7
1000986,2818265,pv,2017-11-26,7
1000986,1290207,pv,2017-11-26,7
1000986,2818265,pv,2017-11-26,7
1000986,4750976,pv,2017-11-26,7
1000986,2367859,pv,2017-11-26,7
1000986,4750976,pv,2017-11-26,7
1000986,3749924,pv,2017-11-26,7
1000986,4750976,pv,2017-11-26,7
1000986,1039886,cart,2017-11-26,7
1000986,4750976,pv,2017-11-26,7
1000986,2998910,pv,2017-11-26,7
1000986,4750976,pv,2017-11-26,7
1000986,4760828,cart,2017-11-26,7
1000986,3802960,pv,2017-11-26,7
1000986,3105889,cart,2017-11-26,7
1000986,2730052,pv,2017-11-26,7
1000986,4760828,pv,2017-11-26,7
1000986,748374,pv,2017-11-26,7
1000986,4760828,pv,2017-11-26,7
1000986,4458366,pv,2017-11-26,7
1000986,3033460,pv,2017-11-26,8
1000986,3021037,cart,2017-11-26,8
1000986,2165390,pv,2017-11-26,10
1000986,1593873,pv,2017-11-26,10
1000986,2380371,fav,2017-11-26,10
1000986,1262061,pv,2017-11-26,10
1000986,4760828,pv,2017-11-27,4
1000986,3021037,pv,2017-11-27,4
1000986,4760828,pv,2017-11-27,4
1000986,3021037,pv,2017-11-27,5
1000986,5023482,pv,2017-11-27,5
1000986,2282893,pv,2017-11-27,5
1000986,5023482,pv,2017-11-27,5
1000986,4625895,pv,2017-11-27,5
1000986,2236006,pv,2017-11-27,10
1000986,1436578,pv,2017-11-27,10
1000986,812428,pv,2017-11-28,10
1000986,3859983,pv,2017-11-28,10
1000986,2944365,pv,2017-11-28,10
1000986,4598307,cart,2017-11-28,10
1000986,306682,pv,2017-11-28,10
1000986,4598307,pv,2017-11-28,10
1000986,4967493,pv,2017-11-28,11
1000986,2216909,pv,2017-11-29,9
1000986,4291375,cart,2017-11-29,9
1000986,2746554,pv,2017-11-29,10
1000986,3461635,pv,2017-11-29,10
1000986,210592,pv,2017-11-29,10
1000986,4258782,pv,2017-11-29,10
1000986,3461635,pv,2017-11-29,10
1000986,2501811,cart,2017-11-29,11
1000986,4291375,pv,2017-11-29,12
1000986,812428,pv,2017-11-29,12
1000986,2500651,pv,2017-11-29,12
1000986,2827773,pv,2017-11-29,12
1000986,5070808,pv,2017-11-29,12
1000986,2262489,pv,2017-11-29,12
1000986,5070808,pv,2017-11-29,12
1000986,2500651,cart,2017-11-29,12
1000986,5070808,pv,2017-11-29,12
1000986,812428,pv,2017-11-29,12
1000986,2500651,pv,2017-11-29,12
1000986,786399,pv,2017-11-29,12
1000986,5118426,pv,2017-11-30,5
1000986,1764466,pv,2017-11-30,5
1000986,311070,pv,2017-12-01,10
1000986,812428,pv,2017-12-01,10
1000986,3461635,pv,2017-12-01,11
1000986,4967493,pv,2017-12-01,11
1000986,4291375,pv,2017-12-02,11
1000986,2003367,cart,2017-12-02,11
1000986,1759910,pv,2017-12-02,11
1000986,3575857,pv,2017-12-02,11
1000986,3901025,pv,2017-12-02,11
1000986,4291375,pv,2017-12-02,11
1000986,812428,pv,2017-12-02,11
1000986,3575857,pv,2017-12-02,11
1000986,2836943,pv,2017-12-02,11
1000986,3743724,pv,2017-12-02,11
1000986,2836943,pv,2017-12-02,11
1000986,1078130,cart,2017-12-02,11
1000986,3105889,cart,2017-12-03,3
1000986,3502846,cart,2017-12-03,7
1000986,2500651,pv,2017-12-03,7
1000986,2324606,pv,2017-12-03,7
1000986,2424570,pv,2017-12-03,7
1000986,3421920,pv,2017-12-03,7
1000986,3575857,pv,2017-12-03,7
1000986,2424570,pv,2017-12-03,7
1000986,656819,pv,2017-12-03,7
1000986,178798,pv,2017-12-03,7
1000986,2020230,pv,2017-12-03,7
1000986,331222,pv,2017-12-03,7
1000986,3622969,pv,2017-12-03,7
1000986,4964359,pv,2017-12-03,7
1000986,2559674,pv,2017-12-03,8
1000986,2015095,pv,2017-12-03,8
1000986,2742194,pv,2017-12-03,8
1000986,3600094,cart,2017-12-03,10
1000986,3735250,pv,2017-12-03,10
1000986,3922654,pv,2017-12-03,10
1000986,292726,pv,2017-12-03,10
1000994,2855158,pv,2017-11-26,1
1000994,4563292,pv,2017-11-26,1
1000994,4835738,pv,2017-11-26,1
1000994,3960598,pv,2017-11-26,1
1000994,4562865,pv,2017-11-26,1
1000994,93784,pv,2017-11-26,1
1000994,457842,pv,2017-11-26,1
1000994,2785108,pv,2017-11-26,1
1000994,2587114,pv,2017-11-26,1
1000994,3486575,pv,2017-11-26,1
1000994,1099123,pv,2017-11-26,1
1000994,4516572,pv,2017-11-26,1
1000994,3465293,pv,2017-11-26,1
1000994,2194966,pv,2017-11-26,1
1000994,2433466,pv,2017-11-26,1
1000994,106626,pv,2017-11-26,2
1000994,260500,pv,2017-11-26,2
1000994,106626,pv,2017-11-26,2
1000994,4121065,pv,2017-11-26,2
1000994,1585927,pv,2017-11-26,2
1000994,4899738,pv,2017-11-27,7
1000994,501891,pv,2017-11-27,7
1000994,2618541,pv,2017-11-27,7
1000994,2702410,pv,2017-11-27,7
1000994,1159324,pv,2017-11-27,7
1000994,1541576,pv,2017-11-27,7
1000994,2669038,pv,2017-11-27,7
1000994,4103731,pv,2017-11-27,7
1000994,1424933,pv,2017-11-27,7
1000994,825315,pv,2017-11-27,7
1000994,2924321,cart,2017-11-30,10
1000994,2708978,pv,2017-12-01,1
1000994,2633265,pv,2017-12-01,1
1000994,155165,pv,2017-12-01,2
1000994,501067,pv,2017-12-01,2
1000994,4330306,pv,2017-12-01,2
1000994,2431687,pv,2017-12-01,2
1000994,2900697,pv,2017-12-01,2
1000994,4622104,pv,2017-12-01,2
1000994,2431687,cart,2017-12-01,2
1000994,3091293,cart,2017-12-01,9
1000994,4835738,pv,2017-12-01,9
1000994,2729286,pv,2017-12-01,9
1000994,99927,pv,2017-12-01,10
1000994,842471,pv,2017-12-01,10
1000994,99927,pv,2017-12-01,10
1000994,944348,pv,2017-12-01,10
1000994,99927,pv,2017-12-01,10
1000994,1767180,pv,2017-12-01,10
1000994,99927,pv,2017-12-01,10
1000994,3359046,pv,2017-12-01,10
1000994,99927,pv,2017-12-01,10
1000994,4152992,pv,2017-12-01,10
1000994,1133050,pv,2017-12-01,10
1000994,4502397,pv,2017-12-01,10
1000994,2987875,cart,2017-12-02,7
1000994,5132267,pv,2017-12-02,7
1000994,2987875,pv,2017-12-02,7
1000994,1924532,pv,2017-12-03,2
1000994,5040897,pv,2017-12-03,2
1000994,76846,pv,2017-12-03,2
1000994,3805815,pv,2017-12-03,2
1001000,3164190,pv,2017-11-26,7
1001000,5142172,pv,2017-11-26,7
1001000,1443141,pv,2017-11-26,7
1001000,3698231,pv,2017-11-26,7
1001000,2669286,pv,2017-11-26,7
1001000,2895164,pv,2017-11-26,7
1001000,1770452,pv,2017-11-26,7
1001000,3598608,pv,2017-11-26,7
1001000,2895164,pv,2017-11-26,7
1001000,4464239,pv,2017-11-26,7
1001000,4063101,pv,2017-11-26,7
1001000,1364797,pv,2017-11-26,7
1001000,4310926,pv,2017-11-26,7
1001000,3987454,pv,2017-11-27,14
1001000,714076,pv,2017-11-28,4
1001000,1408453,pv,2017-11-28,4
1001000,1158326,pv,2017-11-28,4
1001000,3567695,pv,2017-11-28,4
1001000,227138,cart,2017-11-28,4
1001000,1968624,pv,2017-11-28,4
1001000,1454574,pv,2017-11-28,5
1001000,1596959,pv,2017-11-28,7
1001000,227138,pv,2017-11-28,7
1001000,3086571,pv,2017-11-28,7
1001000,825190,pv,2017-11-28,7
1001000,3673762,pv,2017-11-28,7
1001000,2008983,pv,2017-11-28,7
1001000,3581237,fav,2017-11-28,7
1001000,393880,pv,2017-11-28,10
1001000,3625990,pv,2017-11-28,14
1001000,4299354,pv,2017-11-28,14
1001000,2117569,pv,2017-11-28,14
1001000,2328058,pv,2017-11-28,14
1001000,1509808,pv,2017-11-28,14
1001000,2900565,pv,2017-11-28,14
1001000,3851276,pv,2017-11-29,8
1001000,1418398,pv,2017-11-29,8
1001000,227138,pv,2017-11-29,8
1001000,2426674,pv,2017-11-29,11
1001000,2422964,pv,2017-11-29,11
1001000,1489320,pv,2017-11-29,11
1001000,3851276,pv,2017-11-29,11
1001000,278049,pv,2017-11-29,11
1001000,2008983,pv,2017-11-29,11
1001000,2138013,pv,2017-11-29,11
1001000,1556184,pv,2017-11-29,11
1001000,4764233,pv,2017-11-29,11
1001000,2138013,fav,2017-11-29,11
1001000,2809893,pv,2017-11-29,15
1001000,5142295,pv,2017-11-29,15
1001000,702176,pv,2017-11-29,15
1001000,1117467,pv,2017-11-29,23
1001000,3307791,pv,2017-11-29,23
1001000,3670195,pv,2017-11-29,23
1001000,3759183,pv,2017-11-29,23
1001000,4710328,pv,2017-11-29,23
1001000,176472,pv,2017-11-29,23
1001000,1929099,pv,2017-11-29,23
1001000,3143522,pv,2017-11-29,23
1001000,4771138,pv,2017-11-29,23
1001000,1593149,pv,2017-11-29,23
1001000,1757180,pv,2017-11-29,23
1001000,899145,pv,2017-11-29,23
1001000,1757180,pv,2017-11-30,0
1001000,1026822,pv,2017-11-30,0
1001000,227138,pv,2017-11-30,0
1001000,737416,pv,2017-11-30,6
1001000,615807,pv,2017-11-30,6
1001000,2237791,pv,2017-11-30,6
1001000,1627124,pv,2017-11-30,6
1001000,1770293,pv,2017-11-30,6
1001000,4942290,pv,2017-11-30,6
1001000,611030,pv,2017-11-30,6
1001000,3321701,pv,2017-11-30,6
1001000,2157755,cart,2017-11-30,6
1001000,4942290,pv,2017-11-30,6
1001000,1334224,pv,2017-11-30,6
1001000,82156,pv,2017-11-30,6
1001000,206324,pv,2017-11-30,8
1001000,4089884,pv,2017-11-30,8
1001000,1541365,pv,2017-11-30,8
1001000,242337,pv,2017-11-30,8
1001000,1238487,pv,2017-11-30,8
1001000,1267316,pv,2017-11-30,8
1001000,2633627,pv,2017-12-01,0
1001000,2422964,pv,2017-12-01,0
1001000,702776,pv,2017-12-01,0
1001000,2422964,pv,2017-12-01,0
1001000,996716,pv,2017-12-01,0
1001000,2444096,cart,2017-12-01,0
1001000,1875362,pv,2017-12-01,0
1001000,4299226,pv,2017-12-01,3
1001000,2940152,pv,2017-12-01,3
1001000,2755866,pv,2017-12-01,3
1001000,4675641,pv,2017-12-01,3
1001000,186328,pv,2017-12-02,1
1001000,4464239,pv,2017-12-02,1
1001000,2063954,pv,2017-12-02,2
1001000,2155103,pv,2017-12-02,2
1001000,4219955,pv,2017-12-02,2
1001000,296548,pv,2017-12-02,2
1001000,434392,pv,2017-12-02,2
1001000,1993474,pv,2017-12-02,2
1001000,242337,pv,2017-12-02,10
1001000,2075827,pv,2017-12-02,10
1001000,279520,pv,2017-12-02,10
1001000,4803098,pv,2017-12-02,10
1001000,909434,pv,2017-12-02,13
1001000,393880,pv,2017-12-02,13
1001000,1580085,pv,2017-12-02,13
1001000,677472,pv,2017-12-02,13
1001000,1578572,pv,2017-12-02,13
1001000,4381465,pv,2017-12-02,13
1001000,1019985,pv,2017-12-02,13
1001000,2196703,pv,2017-12-02,13
1001000,3081865,pv,2017-12-02,13
1001000,1609975,pv,2017-12-02,13
1001000,3453803,pv,2017-12-02,13
1001000,4872582,pv,2017-12-02,13
1001000,535704,pv,2017-12-02,13
1001000,240173,pv,2017-12-02,13
1001000,3433149,pv,2017-12-02,13
1001000,3473329,cart,2017-12-02,13
1001000,3710649,pv,2017-12-02,13
1001000,3473329,pv,2017-12-02,13
1001000,772278,pv,2017-12-02,14
1001000,4886911,pv,2017-12-02,14
1001000,4838136,pv,2017-12-02,14
1001000,2895228,pv,2017-12-02,14
1001000,4838136,pv,2017-12-02,14
1001000,3817773,pv,2017-12-02,14
1001000,1034606,pv,2017-12-02,14
1001000,5044906,pv,2017-12-02,14
1001000,2914695,pv,2017-12-02,14
1001000,5044906,pv,2017-12-02,14
1001000,4803098,pv,2017-12-03,6
1001000,3968309,pv,2017-12-03,6
1001000,3715075,pv,2017-12-03,6
1001000,3230896,pv,2017-12-03,6
1001000,320908,cart,2017-12-03,7
1001000,3266242,pv,2017-12-03,7
1001000,2699835,pv,2017-12-03,7
1001000,4801437,pv,2017-12-03,7
1001000,3266242,pv,2017-12-03,12
1001000,5081658,pv,2017-12-03,12
1001000,955641,cart,2017-12-03,12
1001000,4946149,pv,2017-12-03,12
1001000,3266242,pv,2017-12-03,12
1001000,1910504,pv,2017-12-03,12
1001000,2694650,pv,2017-12-03,12
1001000,2154221,pv,2017-12-03,12
1001005,2507182,pv,2017-11-24,16
1001005,529033,pv,2017-11-24,16
1001005,1904119,pv,2017-11-24,16
1001005,2831578,pv,2017-11-25,1
1001005,3319189,pv,2017-11-25,3
1001005,2156605,pv,2017-11-25,3
1001005,227515,pv,2017-11-25,3
1001005,5099458,pv,2017-11-25,6
1001005,3592972,pv,2017-11-25,6
1001005,3508721,pv,2017-11-25,13
1001005,2507182,pv,2017-11-26,4
1001005,2798873,pv,2017-11-26,9
1001005,4435060,cart,2017-11-26,9
1001005,4897429,cart,2017-11-26,9
1001005,269363,pv,2017-11-26,14
1001005,1762957,pv,2017-11-26,14
1001005,5143293,pv,2017-11-26,14
1001005,4721451,pv,2017-11-26,14
1001005,2245560,pv,2017-11-26,14
1001005,5143293,pv,2017-11-26,14
1001005,2619897,pv,2017-11-26,14
1001005,26500,pv,2017-11-26,16
1001005,529033,pv,2017-11-26,16
1001005,1999886,pv,2017-11-26,16
1001005,4969294,pv,2017-11-26,16
1001005,999143,cart,2017-11-26,16
1001005,3963799,pv,2017-11-26,16
1001005,2750394,pv,2017-11-26,16
1001005,2201805,pv,2017-11-26,16
1001005,3412469,pv,2017-11-26,16
1001005,520903,pv,2017-11-26,16
1001005,3028524,pv,2017-11-26,16
1001005,1081378,pv,2017-11-26,16
1001005,850997,pv,2017-11-26,16
1001005,4561541,pv,2017-11-26,16
1001005,2993314,pv,2017-11-26,16
1001005,114147,pv,2017-11-26,16
1001005,1376729,pv,2017-11-26,16
1001005,1727555,pv,2017-11-26,16
1001005,1486354,pv,2017-11-26,23
1001005,4799557,pv,2017-11-26,23
1001005,2619897,pv,2017-11-26,23
1001005,607236,pv,2017-11-26,23
1001005,1931371,pv,2017-11-26,23
1001005,529033,pv,2017-11-27,0
1001005,1999886,pv,2017-11-27,0
1001005,1904119,pv,2017-11-27,0
1001005,2453685,pv,2017-11-27,0
1001005,2338102,pv,2017-11-27,0
1001005,127239,pv,2017-11-27,3
1001005,2993314,pv,2017-11-27,3
1001005,3700847,pv,2017-11-27,3
1001005,2088364,pv,2017-11-27,3
1001005,572799,pv,2017-11-27,5
1001005,740947,pv,2017-11-27,5
1001005,3852590,pv,2017-11-27,5
1001005,3530570,pv,2017-11-27,5
1001005,1582788,pv,2017-11-27,14
1001005,3914531,pv,2017-11-27,14
1001005,2196430,pv,2017-11-27,14
1001005,933232,pv,2017-11-27,15
1001005,4211533,pv,2017-11-27,15
1001005,2083272,cart,2017-11-27,15
1001005,680515,pv,2017-11-27,15
1001005,4410099,pv,2017-11-27,15
1001005,646108,pv,2017-11-27,15
1001005,3922357,pv,2017-11-27,15
1001005,4819873,pv,2017-11-27,16
1001005,2203951,pv,2017-11-27,16
1001005,4819873,pv,2017-11-27,16
1001005,4798750,cart,2017-11-28,5
1001005,3339632,pv,2017-11-28,8
1001005,1242671,pv,2017-11-28,8
1001005,4817242,pv,2017-11-28,8
1001005,1096776,pv,2017-11-28,8
1001005,529033,pv,2017-11-28,8
1001005,3522723,pv,2017-11-28,8
1001005,2507182,pv,2017-11-28,8
1001005,529033,pv,2017-11-28,9
1001005,1931371,pv,2017-11-28,9
1001005,3311341,pv,2017-11-28,16
1001005,5041280,pv,2017-11-28,16
1001005,2994485,pv,2017-11-28,16
1001005,3681805,pv,2017-11-28,16
1001005,1313602,pv,2017-11-28,16
1001005,415066,pv,2017-11-28,16
1001005,2507182,pv,2017-11-29,7
1001005,529033,pv,2017-11-29,7
1001005,3522723,pv,2017-11-29,7
1001005,1931371,pv,2017-11-29,7
1001005,3608414,pv,2017-11-29,7
1001005,2527116,pv,2017-11-29,7
1001005,3608414,pv,2017-11-29,7
1001005,5143293,pv,2017-11-29,7
1001005,4721451,pv,2017-11-29,7
1001005,5143293,pv,2017-11-29,7
1001005,4574256,pv,2017-11-29,7
1001005,127239,pv,2017-11-29,7
1001005,1251644,pv,2017-11-29,8
1001005,4739010,pv,2017-11-29,9
1001005,2924250,cart,2017-11-29,16
1001005,1739204,pv,2017-11-30,11
1001005,2750394,pv,2017-11-30,11
1001005,399831,pv,2017-11-30,11
1001005,1261614,pv,2017-11-30,11
1001005,2544770,pv,2017-11-30,11
1001005,2750394,pv,2017-11-30,11
1001005,3091188,pv,2017-11-30,11
1001005,2750394,pv,2017-11-30,14
1001005,1737684,pv,2017-11-30,14
1001005,2750394,pv,2017-11-30,14
1001005,471588,pv,2017-11-30,14
1001005,2750394,pv,2017-11-30,14
1001005,471588,pv,2017-11-30,14
1001005,2750394,pv,2017-11-30,19
1001005,5082929,pv,2017-11-30,19
1001005,3155885,pv,2017-11-30,19
1001005,1904119,pv,2017-11-30,19
1001005,4230744,pv,2017-11-30,19
1001005,607236,pv,2017-11-30,19
1001005,4845389,pv,2017-11-30,19
1001005,3053576,pv,2017-11-30,19
1001005,2750394,pv,2017-11-30,19
1001005,3053576,pv,2017-11-30,19
1001005,4845389,pv,2017-11-30,19
1001005,127239,pv,2017-11-30,19
1001005,3230481,pv,2017-11-30,19
1001005,2262572,pv,2017-11-30,19
1001005,595884,pv,2017-11-30,19
1001005,3416423,pv,2017-11-30,19
1001005,2446294,cart,2017-11-30,19
1001005,2295555,pv,2017-12-01,4
1001005,2924250,buy,2017-12-01,4
1001005,127239,pv,2017-12-01,15
1001005,4889302,pv,2017-12-01,15
1001005,2076120,pv,2017-12-01,15
1001005,1660316,pv,2017-12-01,15
1001005,4630369,pv,2017-12-01,15
1001005,529033,pv,2017-12-01,15
1001005,4721451,pv,2017-12-01,15
1001005,2507182,pv,2017-12-01,15
1001005,3522723,pv,2017-12-01,15
1001005,5143293,pv,2017-12-01,15
1001005,4147572,pv,2017-12-01,15
1001005,4367347,pv,2017-12-01,15
1001005,5099458,pv,2017-12-01,15
1001005,2464415,pv,2017-12-02,3
1001005,2014224,pv,2017-12-02,3
1001005,1677141,pv,2017-12-02,3
1001005,759857,pv,2017-12-02,3
1001005,1961782,pv,2017-12-02,3
1001005,759857,pv,2017-12-02,3
1001005,2446294,pv,2017-12-02,3
1001005,2083272,pv,2017-12-02,3
1001005,4435060,buy,2017-12-02,4
1001005,2676551,pv,2017-12-02,4
1001005,606695,pv,2017-12-02,14
1001005,127239,pv,2017-12-02,14
1001005,670969,pv,2017-12-03,3
1001005,4112509,fav,2017-12-03,3
1001005,3416423,pv,2017-12-03,3
1001005,5022175,pv,2017-12-03,4
1001005,3538956,cart,2017-12-03,10
1001009,3451477,pv,2017-11-25,10
1001009,3323923,pv,2017-11-25,12
1001009,1938928,pv,2017-11-25,13
1001009,4738821,pv,2017-11-25,23
1001009,4308343,pv,2017-11-25,23
1001009,802990,pv,2017-11-25,23
1001009,3323923,pv,2017-11-26,15
1001009,1353905,pv,2017-11-28,11
1001009,3323923,pv,2017-11-28,11
1001009,802990,pv,2017-11-28,11
1001009,1634199,pv,2017-11-28,11
1001009,321820,buy,2017-11-30,3
1001009,765402,pv,2017-11-30,3
1001009,3711601,fav,2017-11-30,3
1001009,321820,pv,2017-11-30,3
1001009,3421207,pv,2017-11-30,3
1001009,3714226,pv,2017-11-30,3
1001009,899600,pv,2017-11-30,3
1001009,993866,pv,2017-11-30,3
1001009,1528576,pv,2017-11-30,3
1001009,3714226,fav,2017-11-30,3
1001009,321820,pv,2017-11-30,3
1001009,3711601,pv,2017-11-30,3
1001009,3714226,buy,2017-11-30,3
1001009,3711601,buy,2017-11-30,3
1001009,3714226,pv,2017-11-30,3
1001009,3451477,pv,2017-12-01,10
1001009,2750699,pv,2017-12-01,10
1001009,3251311,pv,2017-12-02,6
1001009,1220546,pv,2017-12-02,6
1001009,91877,pv,2017-12-03,6
1001009,316918,fav,2017-12-03,12
1001009,3236751,pv,2017-12-03,12
1001009,1471586,pv,2017-12-03,12
100101,3033982,buy,2017-11-25,2
100101,3073132,pv,2017-11-25,2
100101,5008412,buy,2017-11-25,2
100101,4172922,buy,2017-11-25,5
100101,4667452,cart,2017-11-25,7
100101,4263046,buy,2017-11-25,8
100101,2238186,pv,2017-11-25,8
100101,456858,pv,2017-11-25,8
100101,2238186,buy,2017-11-25,8
100101,456858,buy,2017-11-25,8
100101,3798447,pv,2017-11-25,12
100101,2105869,pv,2017-11-25,12
100101,1449553,pv,2017-11-26,1
100101,3973748,buy,2017-11-26,5
100101,4801180,pv,2017-11-26,8
100101,3993784,pv,2017-11-26,8
100101,4801180,pv,2017-11-26,8
100101,1265691,buy,2017-11-26,8
100101,3632408,pv,2017-11-26,8
100101,3015146,buy,2017-11-27,0
100101,1182441,buy,2017-11-27,2
100101,3506728,buy,2017-11-27,4
100101,1182441,pv,2017-11-27,4
100101,4423176,buy,2017-11-27,7
100101,4766206,pv,2017-11-27,13
100101,879495,pv,2017-11-27,13
100101,3726651,pv,2017-11-27,13
100101,4766206,pv,2017-11-27,13
100101,3565079,pv,2017-11-27,13
100101,246483,pv,2017-11-27,13
100101,4766206,pv,2017-11-27,13
100101,1451975,pv,2017-11-27,13
100101,1858061,pv,2017-11-28,1
100101,2441473,pv,2017-11-28,1
100101,1858061,pv,2017-11-28,1
100101,2441473,buy,2017-11-28,1
100101,1413275,pv,2017-11-28,7
100101,3689412,pv,2017-11-28,9
100101,3792151,buy,2017-11-28,13
100101,4419446,buy,2017-11-28,13
100101,2107231,pv,2017-11-28,13
100101,980372,pv,2017-11-29,1
100101,4703651,pv,2017-11-29,2
100101,980372,buy,2017-11-29,4
100101,1382069,pv,2017-11-29,8
100101,509135,buy,2017-11-29,8
100101,4865852,pv,2017-11-29,8
100101,756251,buy,2017-11-29,8
100101,4865852,buy,2017-11-29,8
100101,3804709,pv,2017-11-29,12
100101,812879,pv,2017-11-29,12
100101,2160713,pv,2017-11-29,12
100101,4835134,cart,2017-11-29,12
100101,2766813,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,155165,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,99927,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,1767180,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,4838167,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,99927,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,581942,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,4631485,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,155165,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,155165,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,155165,pv,2017-11-29,12
100101,3333206,pv,2017-11-29,12
100101,2979454,pv,2017-11-29,12
100101,4835134,pv,2017-11-29,12
100101,155165,pv,2017-11-29,12
100101,2255168,pv,2017-11-29,12
100101,2927282,pv,2017-11-29,12
100101,155165,pv,2017-11-29,12
100101,1656227,pv,2017-11-29,12
100101,538356,pv,2017-11-29,12
100101,1767180,pv,2017-11-29,12
100101,155165,pv,2017-11-29,12
100101,4835134,pv,2017-11-29,12
100101,2572204,pv,2017-11-29,12
100101,4835134,pv,2017-11-29,12
100101,4336726,pv,2017-11-29,12
100101,3543079,pv,2017-11-29,12
100101,4336726,cart,2017-11-29,13
100101,2342771,pv,2017-11-29,13
